,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
0,0.5808406797872008,0.03179537610692636,798.5953335317713,877.7702665260034,1624.3181854660972,0.05366595699519678,-404.94356715122484,187.60833959462528,-30.922699791712756,33.735221000472066,44.10438079193987,-14.240952647849294,19.834543707551497,16.81808699004945,-14.599226765260012,9.810462519926876,3.176508756865682,-13.768520187670658,5.505503223689746,diastolic
1,0.5769261168070491,0.037881294799764126,857.1165355635,842.4213085083675,1668.309739689235,0.060473157798175976,-389.3878806789537,167.2886091173238,-10.127612010738718,27.682424176192242,24.766730132434105,-23.22369591246425,5.251875608958504,4.890954359678798,-17.04253427474074,3.211511489076243,-2.041645548441333,-13.574676137711075,3.564405447579625,diastolic
2,0.567412182114482,0.03892199176893947,808.4235205151148,816.6927726965977,1556.7308078981978,0.05640384527780026,-397.3446683776657,163.86419880120664,-7.486101241455954,26.572977178261336,30.202571044573578,-14.175105072782179,8.93745739439854,8.4561499077442,-14.504388142450598,2.7025548941501905,-0.5608010824730771,-13.428627280444802,0.9003870777577176,diastolic
3,0.5476166066117621,0.03848049408115064,675.0107388924919,762.7973628153043,1291.8160892509336,0.04014059829101389,-403.37281045692674,165.69552933942637,8.111493555703492,29.405590498839285,20.1811361427439,-21.355882130662387,2.2101653253975475,1.828406446232234,-15.027630587614372,2.2409926477067827,-2.6141502711844558,-10.6866144954103,4.317033511705991,diastolic
4,0.5664075930861131,0.04162852737781237,768.2861214971132,808.5845323870525,1490.075282142657,0.05040641021916779,-383.3205489029179,169.7608619692294,-4.7806168735216445,29.56729171683733,25.046259904595736,-21.671013835127123,5.678833276038644,4.872274469913076,-16.101181796285637,3.693429232891607,-1.6967415798897225,-12.408658590215305,4.281650918154014,diastolic
5,0.6102753541828989,0.02225536969750913,932.5258719018262,962.7582886269196,1951.0218502966677,0.06855720615010262,-418.63214833817295,199.59918728698952,-56.742220875306636,35.49999500294377,55.64215159619522,-13.864773569574137,28.280455599714106,24.032744993658497,-15.651519625283505,14.016629994077661,5.857706046665117,-16.21953510821432,6.698746529570437,diastolic
6,0.61665768296959,0.025152529075510143,1102.0345556438729,953.9047659140665,2175.6033489141287,0.08808837774616175,-405.5591285569327,170.68956255748938,-35.68219191577807,25.756249937130363,30.95185159172572,-26.86456531661355,9.300556935895418,8.953010528535758,-19.893285210414454,5.040717531257466,-1.2170265200207813,-17.16160818340408,3.4552991928025896,diastolic
7,0.541888249249098,0.045464670031220414,677.2517555119789,734.6680756148463,1252.4636495138302,0.0409082900500248,-386.79478743092017,157.23684403154755,16.61090639534187,26.73434476954943,15.785869414960374,-20.54712479210605,-1.24824814215977,-0.7591988390447718,-14.865440983651432,-0.367760428268545,-3.815430652302864,-10.651121089533722,2.333750461264149,diastolic
8,0.6234304470081856,0.023330468916309906,1138.726296904527,974.9151984169888,2266.8032855057018,0.09094946480665242,-403.239727454823,173.86788214353598,-39.38391311438786,26.78107953213578,29.06185065235154,-31.58266407134641,8.141018057718984,7.73616025163712,-21.318649591623974,5.7712945943007545,-1.7111696841577513,-17.446115424259144,5.083178587381448,diastolic
9,0.575623144579989,0.024280717287625608,781.2683990593927,860.3745009935104,1576.8956460079148,0.05205097014826318,-431.01837706907617,185.05894016134337,-27.137518178335583,33.184452260832806,42.593756542187755,-13.620384966703151,18.741499777107695,16.015911624172087,-14.076355075011481,9.229869417850166,3.005544933310635,-13.250538972048682,5.308586281775273,diastolic
10,0.6959254804335622,0.0345296342838692,1596.8936780656886,1165.288741244374,3175.2569616324367,0.14139965890613987,-332.17065867949685,174.6635543830161,-78.80042119417602,22.04015922423964,35.33020170988422,-39.66568104909732,11.543411700049573,11.62281312423498,-27.580469278000244,6.784605196566169,-1.8589104965327032,-24.587467829175463,3.3481352385296668,diastolic
11,0.6020945085598208,0.028773867503033027,1032.0890251016363,912.9111848337606,2015.948176284834,0.0812711555759145,-407.71570127429555,165.15231331101023,-27.25284541834982,24.739994870161492,31.923844307985284,-20.327484280970694,9.949718643084136,9.722333285019847,-17.75634163268748,3.694742360012443,-0.6971501162858589,-16.359827305504023,1.2729378838727914,diastolic
12,0.6005779309724113,0.024291279143866255,1018.3412555988011,913.5944230553836,1976.7103121050257,0.08010203812165227,-419.27535169170534,167.76810020115948,-28.69064051788598,25.598797280169507,33.19242267197915,-20.067109972308273,10.961321751412052,10.544128581797755,-17.534895627900635,4.519673350187511,-0.2686878161435408,-16.134679604831906,1.9368592145068781,diastolic
13,0.543236843293982,0.0386626443205609,591.3396285098438,763.6207220817728,1172.781226402185,0.03191208294659532,-409.2660283480419,176.8237217131809,-3.4711496526758356,32.63753230186412,37.18173510723925,-8.40166190009304,14.75328550368873,12.528549864425331,-11.387216438805153,6.201962231370039,2.0137504315837185,-10.702827184133117,3.481719291919124,diastolic
14,0.6202231879892932,0.02771776603985768,1029.1364461801647,986.6516915667521,2111.269444376351,0.0786191670226885,-395.16307216894864,193.7411710281811,-56.63315423960979,32.9812041307453,50.5239286697932,-18.324899750706177,24.209615676684585,20.90544259803871,-17.555214795742298,12.176929952480089,4.168345212817469,-17.359813645985646,5.899366516998385,diastolic
